"Reporting starts","Reporting ends","Campaign name","Campaign delivery","Attribution setting",Reach,"CPM (cost per 1,000 impressions) (EGP)",Impressions,Frequency,"Ad set budget","Ad set budget type",Results,"Result indicator","Cost per results","Amount spent (EGP)","CTR (link click-through rate)","Video plays","3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 100%","CPC (cost per link click) (EGP)","Messaging contacts","Post engagements"
2025-07-01,2025-11-30,"‎‎‎carisma 5 / skinfill - msg  - المنصورة‎‎‎ - CUSTOM",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎carisma 5 / ابرة الماء الملكي- msg - المنصورة‎‎‎‎ - CUSTOM",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎carisma 5 / skinfill - msg- المحلة‎‎‎ - CUSTOM",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎carisma 5 / ابرة الماء الملكي- msg  - المحلة‎‎ - Custom",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎carisma 5 / مايكل انجلو - msg  - المحلة‎‎ - Custom",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎carisma 5 / skinfill - msg - دمياط القديمة‎‎ - custom",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎carisma 5 / skinfill - msg- المحلة‎‎‎ - CUSTOM‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎carisma 5 / skinfill - msg - دمياط القديمة‎‎ - custom‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 5/  go cut video - v.v",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎carisma 5 / ابرة الماء الملكي- msg - المنصورة‎‎‎‎ - CUSTOM‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎carisma 5 / skinfill - msg- المحلة‎‎‎ - CUSTOM‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎carisma 5 / ابرة الماء الملكي- msg  - المحلة‎‎ - Custom‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎carisma 5 / ابرة الماء الملكي - msg - دمياط القديمة‎‎ - custom‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎carisma 5 / skinfill - msg- دمياط الجديدة‎‎ - custom",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎carisma 5 / ابرة الماء الملكي - msg- دمياط الجديدة‎‎ - custom‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎carisma 5 / مايكل انجلو - msg- دمياط الجديدة‎‎ - custom‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎Carisma 5 / مايكل انجلو - MSG - دمياط الجديدة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎carisma 5 / skinfill - msg- المحلة‎‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎carisma 5 / ابرة الماء الملكي- msg  - المحلة‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎carisma 5 / laser - msg - دمياط القديمة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎carisma 5 / laser - msg - دمياط الجديدة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎carisma 5 / skinfill - msg - دمياط القديمة‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎carisma 5 / ابرة الماء الملكي - msg - دمياط القديمة‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎carisma 5 / مايكل أنجلو - msg - دمياط القديمة‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎‎carisma 5 / ابرة الماء الملكي - msg- دمياط الجديدة‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 5 / page likes - video campaign - custom",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎carisma 5 / skinfill - eng - دمياط القديمة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎carisma 5 / laser - msg - دمياط الجديدة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 5 / page likes - video campaign - custom",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 5 / page likes campaign - custom",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎carisma 6 / مايكل انجلو - msg  - المحلة‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 6 / مايكل انجلو - msg - المنصورة‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"Carisma 6 / عروض العيد - eng - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"Carisma 6 / عروض العيد - reach - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"Carisma 6 / عروض العيد - msg - المنصورة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"Carisma 6 / عروض العيد - msg - دمياط القديمة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎Carisma 6 / عروض العيد - msg - دمياط الجديدة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎Carisma 6 / عروض العيد - msg - المحلة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎Carisma 6 / عروض العيد - msg - المحلة‎ - DP",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎Carisma 6 / ابرة الماء الملكي - msg - المحلة‎ - DP",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎Carisma 6 / ابرة الماء الملكي - msg - دمياط الجديدة- DP",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎Carisma 6 / ابرة الماء الملكي - msg - دمياط القديمة- DP",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎Carisma 6 / عروض العيد - msg - دمياط القديمة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎Carisma 6 / عروض العيد - msg - المحلة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎Carisma 6 / عروض العيد - msg - المحلة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎Carisma 6 / عروض العيد - msg - دمياط الجديدة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎Carisma 6 / ابرة الماء الملكي - msg - دمياط الجديدة- DP‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎Carisma 6 / عروض العيد - msg - المحلة‎ - DP‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎Carisma 6 / عروض العيد - msg - دمياط الجديدة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎Carisma 6 /  2 عروض العيد - reach - كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎Carisma 6 /  2 عروض العيد - reach - كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎Carisma 6 /  2 عروض العيد - ENG - كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎Carisma 6 / عروض العيد - msg - كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎Carisma 6 / go cut video 1 - v.v",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎Carisma 6 / go cut video 2 - v.v",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎Carisma 6 /  2 عروض العيد - ENG - كل العيادات‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 6 / عروض العيد 1 - msg - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 7 / hiring - دمياط - msg‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 7 / page likes campaign - custom",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 7 / go cut - msg - new - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 7 / go cut - eng- insta -new - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 7 / ريل عمران- eng - new - كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 7 / ريل عمران- v.v - كل العيادات‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 7 / ريل عمران- reach  - كل العيادات‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 7 / ريل عمران- msg - كل العيادات‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 7 / hiring ممرضات - msg - فرع المشاية",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 7 / hiring موظفة الاستقبال - msg - فرع دمياط الجديدة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 7 / hiring ممرضات - msg - فرع المشاية‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎carisma 7 / ريل عمران- msg - المنصورة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎‎‎Carisma 7 / go cut  - MSG - دمياط الجديدة‎‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎carisma 7 / مايكل انجلو - msg - المنصورة‎‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎carisma 7 / مايكل انجلو - msg  - المحلة‎‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎‎Carisma 7 / مايكل انجلو - MSG - دمياط الجديدة‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎‎‎Carisma 7 / مايكل انجلو - MSG - دمياط القديمة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 7 / فيلر الشفايف - msg - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 7 / خيوط البطن - msg - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 7 / hair filler - msg - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 7 / hiring - دمياط - msg‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 7 / skin booster - eng - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 7 / ريل عمران 2 - v.v - كل العيادات - insta stories",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 7 / ريل عمران 2 - v.v - كل العيادات - insta",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 7 / ريل عمران 3 - v.v - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 7 / ريل عمران 3 - eng - كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 7 / go cut - msg - new 2 - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 7 / hiring عاملات نظافة - msg - دمياط الجديدة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 8 / بوتكس التعرق - msg - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎carisma 12 / go cut reel  - msg -f.b&insta -دمياط الجديدة‎ -custom",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
