"Reporting starts","Reporting ends","Campaign name","Campaign delivery","Attribution setting",Reach,"CPM (cost per 1,000 impressions) (EGP)",Impressions,Frequency,"Ad set budget","Ad set budget type",Results,"Result indicator","Cost per results","Amount spent (EGP)","CTR (link click-through rate)","Video plays","3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 100%","CPC (cost per link click) (EGP)","Messaging contacts","Post engagements"
2025-07-01,2025-11-30,"‎‎‎carisma 11 / التجميل النسائي - msg  -f.b&insta -دمياط القديمة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 12/ hiring - دكاترة جلدية - msg - المحلة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 12 / go cut - msg - دمياط القديمة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎carisma 2| derma | msg",inactive,-,0,0,0,0,200,Daily,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 2|مايكل أنجلو| msg |كل العيادات",inactive,-,0,0,0,0,400,Daily,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 2 | go cut | msg | insta | كل العيادات‎",inactive,-,0,0,0,0,300,Daily,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 2|peeling |msg",inactive,-,0,0,0,0,400,Daily,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 2|  botox | MSG | العيادات‎‎",inactive,-,0,0,0,0,250,Daily,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 2 | video gohar | reach",inactive,-,0,0,0,0,400,Daily,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 3|skin |msg",inactive,-,0,0,0,0,400,Daily,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"Carisma derma pen msg / 4-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"Carisma msg / 5-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"Carisma |msg | فيلر وتقشير | 5-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 8 / go cut 2- msg - insta -كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 8 / hiring - msg - دمياط‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 8 / go cut - msg -insta- كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 8 / عروض المحلة - MSG - المحلة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 8 / skin booster - msg - المحلة - DP",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 8 / FILLER - msg - المحلة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 8 / FILLER - msg - دمياط الجديدة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 9/hair filler - msg - f.b&insta - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 9/hair filler - msg - f.b&insta - دمياط الجديدة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 9 / go cut - v.v - f.b&insta - كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 9 / page likes",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 9 / go cut reel 4 - v.v - insta - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 10 / botox - eng- كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 10 / go cut - insta - v.v -كل العيادات‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 10 /go cut video motion - v.v - f.b&insta - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 10 / go cut - msg -insta -دمياط الجديدة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 10 / go cut - msg -insta -دمياط القديمة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 11 / go cut - msg -insta -المنصورة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 11 / التجميل النسائي - msg  -f.b&insta -دمياط القديمة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎carisma 11 / التجميل النسائي - msg  -f.b&insta -دمياط الجديدة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 2| filler  |msg | كل العيادات‎",inactive,-,0,0,0,0,300,Daily,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"Carisma go cut msg / 4-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma | msg | all | 4-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma | msg | all Dumiat | 5-25 -",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"Carisma | جلدية | كل الفروع| msg | 6-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 8 / hiring - eng - دمياط",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 8 / skin booster - msg - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 8 / SKIN BOOSTER - msg - دمياط القديمة -DP",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎Carisma 9 / go cut  - MSG - المحلة‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎carisma 9 / 2 ريل عمران- v.v- كل العيادات‎‎‎ - custom‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 9 / go cut reel 3 - insta - v.v",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 9/luster - msg - f.b&insta - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 9 / go cut- Eng - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 9 / skin booster - msg - كل العيادات - DP",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 9 / FILLER - msg - دمياط القديمة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 9/hair filler - msg - f.b&insta - دمياط القديمة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎Carisma 9 / go cut  - MSG - دمياط الجديدة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 10 / go cut - insta - v.v -كل العيادات‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 10 /go cut video motion - eng - f.b&insta - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 10 / go cut - msg- new - كل العيادات‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎carisma 10 / go cut reel  - msg -f.b&insta -دمياط الجديدة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 11 / filler video gohar - v.v - f.b&insta",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 11 / filler video goha 2 - v.v - insta",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 11 / go cut motion - v.v - insta",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 12 / go cut - msg - المنصورة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"Carisma hiring rec 4-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"Carisma hiring receptionist & social",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma | msg | Dumiat 2 | 5-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"Carisma msg| عروض العيد | 5-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎Carisma | بوستر | كل الفروع| msg | 6-25‎ - new (محله)",inactive,"7-day click or 1-day view",0,0,0,0,"Using ad set budget",0,1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 8 / go cut 2- msg - كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 8 / go cut 1- msg - insta -كل العيادات‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 8 / hiring عاملات نظافة - msg - دمياط الجديدة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎carisma 9 / ريل عمران- v.v - كل العيادات‎‎‎ - custom",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎carisma 9 / ريل عمران- eng - كل العيادات‎‎‎ - custom‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎carisma 9 / 2 ريل عمران- eng - كل العيادات‎‎‎ - custom‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎Carisma 9 / go cut  - MSG - دمياط القديمة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 9 / FILLER - msg - دمياط الجديدة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 10 / جهاز الاكزيمر - MSG - المنصورة- female",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 10 / جهاز الاكزيمر - MSG - المحلة - female",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 10 / go cut - eng - new - كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 11 / التجميل النسائي - msg  -f.b&insta -المنصورة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 11 / filler video gohar - v.v - insta",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 12 / go cut - msg - المحلة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 12 / go cut - msg - دمياط الجديدة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma2 | hiring | Receptionist | Skin Cleaning Specialist",inactive,-,0,0,0,0,110,Daily,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma msg | offers | 3- 25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma | eng | 3-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"Carisma laser msg / 4-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"Carisma | go cut 2 | 4-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"كاريزما الاكزيمر | 4-25 | محله ومنصورة ودمياط",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma | msg | all man& mah| 5-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma | msg2 | man& mah| 5-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎Carisma | بوتوكس وجه | كل الفروع| msg | 6-25‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎Carisma | بوتوكس تعرق | كل الفروع| msg | 6-25‎ -retarget",inactive,"7-day click or 1-day view",0,0,0,0,"Using ad set budget",0,2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎Carisma 4 / إبرة Metabolite- eng - كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎Carisma 4 / إبرة النضارة الملكية- eng - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎Carisma 4 / خيوط البشرة - eng - كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎carisma 4/ إبر سكلبترا - msg - المنصورة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎Carisma 4 / go cut  - MSG - المنصورة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎Carisma 4 / skin fill فيلر - eng - كل العيادات‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎Carisma 4 / ابرة العنبر- eng - كل العيادات‎‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎‎Carisma 4 / ابرة الياقوت - eng - كل العيادات‎‎‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎‎Carisma 4 / التقشير - eng - كل العيادات‎‎‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 4 / تقنية Exosome - reel - eng - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 8 / go cut 1- msg - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 8 / ريل عمران 3 - v.v - كل العيادات -insta",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 8 / FILLER - msg - دمياط القديمة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 8 / page likes campaign - lookalike",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 9 / go cut reel 2 - insta - v.v - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎Carisma 9 / go cut  - MSG -insta- دمياط القديمة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎Carisma 9 / go cut  - MSG - المنصورة‎‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎‎Carisma 9 / go cut  - MSG - دمياط الجديدة‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎‎‎‎Carisma 9 / go cut  - MSG - دمياط الجديدة‎‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 10 / عروض المحلة - msg - f.b&insta - DP",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 11 / go cut reel  - msg -f.b&insta -دمياط القديمة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 11/ hiring - دكاترة جلدية - WhatsApp - دمياط الجديدة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 12 / go cut - msg - دمياط الجديدة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎Carisma | go cut | كل الفروع| msg | 6-25",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎Carisma | go cut | كل الفروع| msg | 6-25‎ - retarget",inactive,"7-day click or 1-day view",0,0,0,0,"Using ad set budget",0,1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 4 / تقنية Exosome - reel - v.v- كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 4/  go cut - dr ahmed gohar - v.v",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 4/  lip filler - dr ahmed gohar - v.v",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 4 / 2 تقنية Exosome - reel - v.v- كل العيادات‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎carisma 4 / ابرة مايكل انجلو  - reel - v.v- كل العيادات‎‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 4/  lip filler - dr ahmed gohar - eng - خلايجة المنصورة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 4/  lip filler - dr ahmed gohar - eng - new",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 4 / laser - msg - المنصورة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 4 / laser - msg - المحلة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 4 / laser - msg - دمياط",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 4 / laser - Eng - كل العيادات- engaged",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"New Engagement Campaign",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"New Engagement Campaign",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 4 / hiring - المحلة - msg",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 4 / hiring - دمياط - msg",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"CARISMA 4 /  ريل جلسة تنضيف البشرة - V.V - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"CARISMA 4 /  ريل جلسة تنضيف البشرة - V.V -INSTA",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎Carisma 4 / التقشير البارد- eng - كل العيادات‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 4 / hiring - المحلة- eng - DP",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 4 / hiring - دمياط - ENG - DP",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 5 / page likes",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 5 / skinfill - eng - المنصورة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 5 / skinfill - msg  - المنصورة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 5 / skinfill - eng - المحلة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 5 / skinfill - msg- المحلة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"New Engagement Campaign",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 5 / skinfill - eng - دمياط القديمة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎carisma 5 / skinfill - msg - دمياط القديمة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎carisma 5 / skinfill - eng - دمياط الجديدة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎carisma 5 / skinfill - msg- دمياط الجديدة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 5 / ابرة الماء الملكي- eng - المنصورة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 5 / ابرة الماء الملكي- msg - المنصورة‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 5 / ابرة الماء الملكي- eng - المحلة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 5 / ابرة الماء الملكي- msg  - المحلة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 5 / skinfill - msg  - المنصورة‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎carisma 5 / ابرة الماء الملكي- msg - المنصورة‎‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 5 / مايكل انجلو - eng - المنصورة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 5 / مايكل انجلو - msg - المنصورة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎carisma 5 / skinfill - msg- المحلة‎‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎carisma 5 / ابرة الماء الملكي- msg  - المحلة‎",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎carisma 5 / مايكل انجلو - eng - المحلة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 5 / ابرة الماء الملكي - msg -كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 5 / مايكل انجلو - eng -كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 5 / skinfill - msg - كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 5 / مايكل أنجلو - msg - كل العيادات - custom",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"carisma 5 / ابرة الماء الملكي - msg -كل العيادات",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎Carisma 5 / go cut  - MSG - المنصورة‎‎ - custom",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎Carisma 5 / go cut  - MSG - المحلة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎Carisma 5 / go cut  - MSG - دمياط القديمة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
2025-07-01,2025-11-30,"‎‎‎‎‎‎Carisma 5 / go cut  - MSG - دمياط الجديدة",inactive,-,0,0,0,0,"Using ad set budget",0,,,,0,,,,,,,,,,
